Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
deathQuestions_fe2fcac5		There is no light in that part of the forest.	game/script.rpy	7351	"[what]"
deathQuestions_457332fd		Finally, he emerged into a shadowed clearing.	game/script.rpy	7352	"[what]"
deathQuestions_6805ba5e		No-one was there.	game/script.rpy	7353	"[what]"
deathQuestions_ad1ed0d9		Nothing was left.	game/script.rpy	7354	"[what]"
deathQuestions_c5059e8f		It was already too late.	game/script.rpy	7356	"[what]"
deathQuestions_07fa823f		He was never seen or heard from again.	game/script.rpy	7359	"[what]"
deathQuestions_d081b486		You lived there together in quiet happiness. If you have not died, you live there still.	game/script.rpy	7363	"[what]"
deathQuestions_a20cefa7_1		...	game/script.rpy	7369	"[what]"
deathQuestions_00620a41_1		Oh?	game/script.rpy	7370	"[what]"
deathQuestions_79e34931_1		What happened to the toad, you ask?	game/script.rpy	7372	"[what]"
deathQuestions_4f5f073f_1		He stumbled into the woods.	game/script.rpy	7376	"[what]"
deathQuestions_9cdd691b_1		For hours, he wandered through the trees. His feet blistered. His breath grew short.	game/script.rpy	7377	"[what]"
deathQuestions_fe2fcac5_1		There is no light in that part of the forest.	game/script.rpy	7378	"[what]"
deathQuestions_457332fd_1		Finally, he emerged into a shadowed clearing.	game/script.rpy	7379	"[what]"
deathQuestions_6805ba5e_1		No-one was there.	game/script.rpy	7380	"[what]"
deathQuestions_ad1ed0d9_1		Nothing was left.	game/script.rpy	7381	"[what]"
deathQuestions_c5059e8f_1		It was already too late.	game/script.rpy	7383	"[what]"
deathQuestions_07fa823f_1		He was never seen or heard from again.	game/script.rpy	7386	"[what]"
deathQuestions_42e33293		When it was time to leave, you wished the Witch a tearful farewell, and returned to your cottage with your family.	game/script.rpy	7391	"[what]"
deathQuestions_354527b8		The pig wished you a long and happy life before leaving. He travelled off across the country, gambling with his magic cards until he owned half the world.	game/script.rpy	7393	"[what]"
deathQuestions_57a2e6ba		You lived there in quiet happiness for many years.	game/script.rpy	7395	"[what]"
deathQuestions_b4d71b52		But youth does not last forever.	game/script.rpy	7396	"[what]"
deathQuestions_ff76ab68		One day, you felt yourself wracked with a terrible fever.	game/script.rpy	7397	"[what]"
deathQuestions_6702f09a		Then, you felt gout take hold of you and make all your limbs twitch, and you were wracked with one illness after another, and you fell into deep sleep for long days.	game/script.rpy	7398	"[what]"
deathQuestions_063948c9		Not even the witch could help you, though she toiled at your bedside for many long hours.	game/script.rpy	7399	"[what]"
deathQuestions_71c8705a	w	I'm sorry. I-I wish I could do more... I should be able to heal this.	game/script.rpy	7400	w "[what]"
deathQuestions_ec1df498	pov	Don't worry. I won't die until Death sends Her messengers.	game/script.rpy	7401	pov "[what]"
deathQuestions_c64b28ac		But as you spoke, there was a knock on the door, and the Witch opened it to reveal the wise mushroom from the forest.	game/script.rpy	7402	"[what]"
deathQuestions_fe45266e	m	I suppose my curse won't be needed after all.	game/script.rpy	7404	m "[what]"
deathQuestions_77865824	m	It is time. Come with me.	game/script.rpy	7405	m "[what]"
deathQuestions_6066b24e		You lived there for many long, happy years, visiting the Witch each summer. If you have not died, you live there still.	game/script.rpy	7409	"[what]"
deathQuestions_a20cefa7_2		...	game/script.rpy	7415	"[what]"
deathQuestions_00620a41_2		Oh?	game/script.rpy	7416	"[what]"
deathQuestions_79e34931_2		What happened to the toad, you ask?	game/script.rpy	7418	"[what]"
deathQuestions_4f5f073f_2		He stumbled into the woods.	game/script.rpy	7422	"[what]"
deathQuestions_9cdd691b_2		For hours, he wandered through the trees. His feet blistered. His breath grew short.	game/script.rpy	7423	"[what]"
deathQuestions_fe2fcac5_2		There is no light in that part of the forest.	game/script.rpy	7424	"[what]"
deathQuestions_457332fd_2		Finally, he emerged into a shadowed clearing.	game/script.rpy	7425	"[what]"
deathQuestions_6805ba5e_2		No-one was there.	game/script.rpy	7426	"[what]"
deathQuestions_ad1ed0d9_2		Nothing was left.	game/script.rpy	7427	"[what]"
deathQuestions_c5059e8f_2		It was already too late.	game/script.rpy	7429	"[what]"
deathQuestions_40de8162		He was already gone.	game/script.rpy	7430	"[what]"
deathQuestions_07fa823f_2		He was never seen or heard from again.	game/script.rpy	7432	"[what]"
witchSolo_644c2433		You walked through the woods.	game/script.rpy	7441	"[what]"
witchSolo_f3c24004		Somehow, you already knew the way to the witch's cottage.	game/script.rpy	7442	"[what]"
witchSolo_9107b701		Had you ever been this way before? You couldn't recall.	game/script.rpy	7443	"[what]"
witchSolo_313a1e6d		The trail took you through a dense swamp of crooked mangroves.	game/script.rpy	7447	"[what]"
witchSolo_44715db9		Soon, you began to see a glimmer of silver light in the darkness.	game/script.rpy	7448	"[what]"
witchSolo_12932ced		You heard an echo, from the space between the trees. Almost like a howl.	game/script.rpy	7450	"[what]"
witchSolo_6bb988e0		The swamp was covered in great puddles of water from the rains. The puddles shone with light.	game/script.rpy	7451	"[what]"
witchSolo_0a2eced7		All around you, the woods were dark and empty. But when you looked into the water, you saw the reflection of a shining cottage below.	game/script.rpy	7452	"[what]"
witchSolo_0ae9bcd0			game/script.rpy	7456	"[what]"
witchSolo_1668d521		For a brief moment, you thought you saw a figure reflected in the water. But as soon as you blinked, it was gone.	game/script.rpy	7460	"[what]"
puddleSolo_e7f50077		You crawled to the edge and looked down into the puddle.	game/script.rpy	7470	"[what]"
puddleSolo_307d5c87		The cottage in the reflection shone with bright light, as if the setting sun was behind it.	game/script.rpy	7473	"[what]"
puddleSolo_61023088		There was no trace of a cottage in the world above the water.	game/script.rpy	7476	"[what]"
puddleSolo_26014a45		You picked up a stick from the ground, and tossed it into the puddle.	game/script.rpy	7480	"[what]"
puddleSolo_ff499cad		It fell in without a single ripple in the water.	game/script.rpy	7481	"[what]"
puddleSolo_ac59d260		You saw it drop through into the reflection, and land close to the cottage.	game/script.rpy	7482	"[what]"
puddleSolo_37e73c24		You looked up. There was no trace of it in the world outside the reflection.	game/script.rpy	7483	"[what]"
puddleSolo_8f1abeb8		You grabbed the pig to you, then leapt into the puddle.	game/script.rpy	7488	"[what]"
puddleSolo_f72651ac		You leapt into the puddle.	game/script.rpy	7490	"[what]"
puddleSolo_34bd7779		The world flipped over.	game/script.rpy	7493	"[what]"
puddleSolo_17e60d48		You felt the water pass over you, and a cool chill tingled all through your body.	game/script.rpy	7494	"[what]"
puddleSolo_f108985a		When you opened your eyes, you were standing right way up again.	game/script.rpy	7497	"[what]"
puddleSolo_0fec5802		The puddle you had jumped into was now a floor, like a silver mirror.	game/script.rpy	7498	"[what]"
puddleSolo_f590bf40		The world all around you shone white.	game/script.rpy	7499	"[what]"
puddleSolo_fb1d5a14		At the centre of the puddle was the cottage, shining with light.	game/script.rpy	7500	"[what]"
puddleSolo_6c41c5cb		Up over the walls grew a riot of herbs and flowers of every type, planted directly in the soil, rambling over everything and growing in a lush green-grass garden on the roof. 	game/script.rpy	7503	"[what]"
puddleSolo_694585b8		The pig munched on some violets blooming from the windowsill.	game/script.rpy	7505	"[what]"
puddleSolo_f890bbcc	w	Oh good!	game/script.rpy	7506	w "[what]"
puddleSolo_14ec4b4f		You stumbled back in surprise as a small, witchy figure popped out from behind the herbs.	game/script.rpy	7507	"[what]"
puddleSolo_7ed41cad		Her hands were covered in ink. She had a fountain pen tucked behind her ear, a chaotic scramble of notepaper tucked under her arm and a thick bundle of string wrapped around her hand.	game/script.rpy	7508	"[what]"
puddleSolo_82028319	w	You're just in time. [povname], right?	game/script.rpy	7509	w "[what]"
puddleSolo_0f7d6c66		She took out a fork wrapped in string and planted it firmly by her doorstep. It was labelled "A1".	game/script.rpy	7510	"[what]"
puddleSolo_18fcfcd7		You looked around and noticed that her whole backyard was littered with forks stabbed into the ground. Each fork was tied with a knot of string and labeled with a letter of the alphabet. The knots of string led to a massive knot of twine in her front window.	game/script.rpy	7511	"[what]"
puddleSolo_007fab50	w	Come on. You're just in time for the next round of experiments.	game/script.rpy	7512	w "[what]"
puddleSolo_f22b4ceb		She grabbed your hand and pulled you inside.	game/script.rpy	7513	"[what]"
puddleSolo_e88f7e75		Inside the cottage was a wild clutter of books and herbs and plants of all description, growing up the walls and roof.	game/script.rpy	7516	"[what]"
puddleSolo_4477c5b1		The cottage was cramped, but the walls were covered with lines of string and notes and paper scrawled with indecipherable writing.	game/script.rpy	7517	"[what]"
puddleSolo_62818470		The floor was covered in a network of flags and string in a grid pattern, each flag marked with a letter and number. You stepped over them gingerly to enter the room.	game/script.rpy	7519	"[what]"
puddleSolo_8f83047e		A message was painted across the wall in giant red letters: "I OWN THIRTY TWO FORKS."	game/script.rpy	7520	"[what]"
puddleSolo_adc3c8b7	w	We have two experiments running at the moment.	game/script.rpy	7521	w "[what]"
witchExperiments_281fdc01		You heard something in the walls. Like clawing.	game/script.rpy	7542	"[what]"
witchExperiments_fb16a057		You looked at the walls of the cottage and noticed something odd about them. It was like a picture that had been folded in on itself and reflected.	game/script.rpy	7543	"[what]"
witchExperiments_4854b131		The witch didn't seem to notice.	game/script.rpy	7544	"[what]"
witchExperiments_a1716ce3		You blinked and rubbed your eyes furiously. There was a queer distortion in the air.	game/script.rpy	7546	"[what]"
witchExperiments_acf00d0b		The air was completely clear, and the cottage was well-lit.	game/script.rpy	7547	"[what]"
witchExperiments_acdcbd81		But still, for some reason you couldn't see more than five feet ahead of you.	game/script.rpy	7548	"[what]"
witchExperiments_1f05e6f0		You heard a scrabbling sound.	game/script.rpy	7550	"[what]"
witchExperiments_3fcdfd33		It was coming from inside you. Like claws scratching in the creases of your brain.	game/script.rpy	7551	"[what]"
witchExperiments_5fd8e849		Trying to get in.	game/script.rpy	7552	"[what]"
witchExperiments_e31b0316		You were having difficulty speaking. But you slowly walked forward and kept asking questions.	game/script.rpy	7553	"[what]"
witchExperiments_00171b94		You felt a deep pressure settle on you. Like being at the bottom of the ocean. Compressing your body from all angles. Your muscles knotted and twisted.	game/script.rpy	7555	"[what]"
witchExperiments_74fe3587		It was done.	game/script.rpy	7556	"[what]"
witchExperiments_5d329421		The witch noticed nothing.	game/script.rpy	7557	"[what]"
witchExperiments_3cd40010	w	We need to warn people. Your family, especially.	game/script.rpy	7558	w "[what]"
witchExperiments_661baa8e	w	What do you want to see?	game/script.rpy	7563	w "[what]" nointeract
witchExperiments_c84b8e99	w	Crystal ball. Perks of being a witch.	game/script.rpy	7566	w "[what]"
witchExperiments_a00f2320	w	I was watching your house.	game/script.rpy	7567	w "[what]"
witchExperiments_f5b37c87		She laid her pile of notes down on the kitchen bench and scribbled in them as she talked.	game/script.rpy	7568	"[what]"
witchExperiments_fcf8d56b		There were dark bags under her eyes. It was clear she hadn't slept in days.	game/script.rpy	7569	"[what]"
witchExperiments_c0416782	w	I was so happy when I saw you were coming. There's something here you need to see.	game/script.rpy	7570	w "[what]"
witchExperiments_4ee95f3b	pov	So what's experiment 1?	game/script.rpy	7577	pov "[what]"
witchExperiments_322c9104		The witch gestured to the network of flags at her feet.	game/script.rpy	7578	"[what]"
witchExperiments_ca0e9b8d	w	This is what started everything.	game/script.rpy	7579	w "[what]"
witchExperiments_b6bfc703	w	When I woke up a few days ago, I noticed something.	game/script.rpy	7580	w "[what]"
witchExperiments_a35c9984	w	Usually when I make my morning tea, it takes me 4 steps to get from the kettle to my front door.	game/script.rpy	7581	w "[what]"
witchExperiments_5f488e92	w	But when I made it that morning... it took me 3 steps.	game/script.rpy	7582	w "[what]"
witchExperiments_5535b95b	pov	What?	game/script.rpy	7583	pov "[what]"
witchExperiments_66976c91	w	It's shrinking. You see?	game/script.rpy	7584	w "[what]"
witchExperiments_d05ff6c7		She points at the grid of flags laid all across the cottage floor.	game/script.rpy	7585	"[what]"
witchExperiments_dcf49389	w	The flags start here.	game/script.rpy	7586	w "[what]"
witchExperiments_229c5bae		She pointed to the front left corner of the cottage, at a flag labelled "G-02".	game/script.rpy	7587	"[what]"
witchExperiments_df0be604	w	And they end here.	game/script.rpy	7588	w "[what]"
witchExperiments_cdc44c09		She points to the lower right corner of the house, at a flag labeled "Z-10".	game/script.rpy	7589	"[what]"
witchExperiments_fd2bd86e	w	But why would I do that? Why would I start the naming system at G-02, instead of A-01? How does that make sense as a numbering system?	game/script.rpy	7590	w "[what]"
witchExperiments_d64e2560	pov	It... doesn't.	game/script.rpy	7592	pov "[what]"
witchExperiments_e63fdc3b	w	Exactly.	game/script.rpy	7593	w "[what]"
witchExperiments_ac2ca41e	w	Here's my hypothesis. The initial numbering system began at A-01. Since then, the space has shrunk.	game/script.rpy	7594	w "[what]"
witchExperiments_76615cc5	w	That's why the system now begins at this flag here, "H-03."	game/script.rpy	7595	w "[what]"
witchExperiments_671aac6a		She pointed at the starting flag.	game/script.rpy	7596	"[what]"
witchExperiments_2e091adf	pov	But if the cottage was shrinking, we'd notice it.	game/script.rpy	7597	pov "[what]"
witchExperiments_b1e3ae77	w	Not necessarily. My theory is that there is some kind of pressure, or force, that is stopping us from noticing or remembering. I just couldn't prove it - until I hit on the fork hypothesis.	game/script.rpy	7598	w "[what]"
witchExperiments_b06f6851		She looked at you with a cold certainty.	game/script.rpy	7599	"[what]"
witchExperiments_32f9159f	w	Things are being devoured. Not just from physical reality. From our minds.	game/script.rpy	7600	w "[what]"
witchExperiments_875ce893		You stared down at the starting flag, in the front left corner of the cottage.	game/script.rpy	7601	"[what]"
witchExperiments_8404e708		It read "I-03". Just like it always did.	game/script.rpy	7602	"[what]"
witchExperiments_902ec136		The witch took you over to her front window, which you could see was stuffed with a giant, knotted network of string.	game/script.rpy	7607	"[what]"
witchExperiments_7dbe6338		The string was labelled with all the letters of the alphabet. It stretched out through the window.	game/script.rpy	7608	"[what]"
witchExperiments_9f3e1c54		You looked outside and saw that it was tied onto dozens of forks stuck into the soil, all over her property.	game/script.rpy	7609	"[what]"
witchExperiments_58c9b996	w	Once I encountered the Lacuna phenomenon, I tried to think of a way to measure it.	game/script.rpy	7610	w "[what]"
witchExperiments_a601e67a	pov	Lacuna?	game/script.rpy	7611	pov "[what]"
witchExperiments_708bcce4	w	A gap, a blind spot. A space that shouldn't be there.	game/script.rpy	7612	w "[what]"
witchExperiments_f0aa4a54	w	I tried to figure out where it's coming from - what's causing it. I tested out time of day - no results there. Are some objects more likely to disappear than others? Again, no visible pattern there. 	game/script.rpy	7613	w "[what]"
witchExperiments_e864c83b	w	I had a breakthrough when I considered that it might be location based. Emanating from a particular point. The closer an object is to that point, the more likely it is to disappear. But I couldn't make any meaningful progress because I couldn't prove whether or not something had disappeared.	game/script.rpy	7614	w "[what]"
witchExperiments_636fb602		She held up a fork.	game/script.rpy	7617	"[what]"
witchExperiments_56d7d2fa	w	Say this fork vanished. And not only that, but it vanished so completely that you never remembered it existing at all. How could you prove that it ever existed?	game/script.rpy	7618	w "[what]"
witchExperiments_2f0b5bfe	w	How do you prove something used to exist, if that thing now does not exist, and never did?	game/script.rpy	7624	w "[what]" nointeract
witchExperiments_cf966a07	w	That's the scary part. Even my notes no longer mention the fork ever existing.	game/script.rpy	7627	w "[what]"
witchExperiments_32fefa38	w	Somehow even they have been re-written by the new, forkless reality.	game/script.rpy	7628	w "[what]"
witchExperiments_c516578a	w	No, I've only found one way to detect the change.	game/script.rpy	7629	w "[what]"
witchExperiments_cc95a1ba	w	Fantastic idea, but sadly impractical. I have consulted the Devil on this, of course.	game/script.rpy	7631	w "[what]"
witchExperiments_fbdb02b6	w	I suspect He knows more than he's letting on, but sadly His comments have been completely unscientific. Totally useless for an experiment like this.	game/script.rpy	7632	w "[what]"
witchExperiments_c516578a_1	w	No, I've only found one way to detect the change.	game/script.rpy	7633	w "[what]"
witchExperiments_7c57e5e3	pov	I... well...	game/script.rpy	7635	pov "[what]"
witchExperiments_7f90118d	pov	I don't think you can, can you?	game/script.rpy	7636	pov "[what]"
witchExperiments_f0443a78	w	String.	game/script.rpy	7638	w "[what]"
witchExperiments_b7cbc602		She reached up and quickly tugged at each piece of string in the window in turn. Most of them held firm. One of them showed no resistance when she tugged.	game/script.rpy	7639	"[what]"
witchExperiments_ca7c5330		She pulled that one through the window. It was a long, long piece and she rapidly wound it up until the end came through the window.	game/script.rpy	7640	"[what]"
witchExperiments_6e2ac586		The end was tied into a loop with nothing inside.	game/script.rpy	7641	"[what]"
witchExperiments_719d18c0	w	You see?	game/script.rpy	7642	w "[what]"
witchExperiments_7d346e3c	w	When an object vanishes, everything around it stays the same.	game/script.rpy	7643	w "[what]"
witchExperiments_0a05f176	w	So even though the fork is gone, the string remains.	game/script.rpy	7644	w "[what]"
witchExperiments_d389b9ec		She pronounced this last part with maniacal glee.	game/script.rpy	7645	"[what]"
witchExperiments_dd6f49f9	w	The phenomenon seems to be able to wipe objects from our memories, but it's not a perfect deletion. The physical signs that the object used to exist are still there.	game/script.rpy	7646	w "[what]"
witchExperiments_d15dd227	w	So when I pull back a piece of string that no longer has a fork in it, that means a fork must have been there, and it disappeared.	game/script.rpy	7647	w "[what]"
witchExperiments_f7a25e8f	w	From there it was simple. All I had to do is tie all my forks with pieces of string, and laying them out in a grid network, and record the location of each piece of string that doesn't have a fork in it. 	game/script.rpy	7648	w "[what]"
witchExperiments_faf09acf		She carefully placed the string next to a big row of other pieces of looped string. Then she pointed at the writing on her wall that said "I OWN TWENTY SEVEN FORKS."	game/script.rpy	7649	"[what]"
witchExperiments_6cb908be	w	This message says I own twenty seven forks. But I have thirteen forkless pieces of string. That means at least thirteen forks have disappeared since this experiment began.	game/script.rpy	7650	w "[what]"
witchExperiments_7f6552a9	w	The question then of course is, why has the message changed to fit the new forkless reality - yet the strings are left behind?	game/script.rpy	7651	w "[what]"
witchExperiments_a3024227	w	Does this anomaly have some kind of limited ability to warp language, specifically?	game/script.rpy	7652	w "[what]"
witchExperiments_10397690	w	It almost seems to suggest some kind of active sentience behind it. It notices some things, and changes them, but misses other things. Like it's been carelessly censored.	game/script.rpy	7653	w "[what]"
witchExperiments_50135aed		She whipped out her pencil and began recording a pattern of dots on her grid.	game/script.rpy	7654	"[what]"
witchExperiments_6c3435af		You noticed a place in the top left of the grid labelled "INCIDENT ZONE".	game/script.rpy	7655	"[what]"
witchExperiments_d96039c9	pov	So... where are the disappearances coming from?	game/script.rpy	7656	pov "[what]"
witchExperiments_7c4a93e2	pov	Is that what your grid shows?	game/script.rpy	7657	pov "[what]"
witchExperiments_21086076	w	That's why I was so glad to speak to you.	game/script.rpy	7658	w "[what]"
witchExperiments_eac8f6ec		She tapped the INCIDENT ZONE label.	game/script.rpy	7659	"[what]"
witchExperiments_455cbb46	w	It's your house.	game/script.rpy	7660	w "[what]"
witchExperiments_bf904c87	w	And it seems to be moving outward.	game/script.rpy	7661	w "[what]"
witchExperiments_b26797a7		You noticed a small closet in the back of the cottage, with a sign on the door said "Experiment Site 3".	game/script.rpy	7666	"[what]"
witchExperiments_226ca540	pov	What's that one?	game/script.rpy	7667	pov "[what]"
witchExperiments_f1d90117	w	Hmm?	game/script.rpy	7668	w "[what]"
witchExperiments_80d60fb0	w	Oh... I, uh...	game/script.rpy	7669	w "[what]"
witchExperiments_3e085dc0		She looked confused.	game/script.rpy	7670	"[what]"
witchExperiments_e5b3eede		You opened the closet and peered in carefully.	game/script.rpy	7671	"[what]"
witchExperiments_188ae484		Inside was a tiny set of gentlemen's clothes, carefully folded on a stool. Small enough for a rat to wear.	game/script.rpy	7672	"[what]"
witchExperiments_6c7ec6fd		A tiny top hat was placed on top of the pile, with a pair of miniature dress shoes next to it.	game/script.rpy	7673	"[what]"
witchExperiments_7f135446	pov	What is this?	game/script.rpy	7674	pov "[what]"
witchExperiments_275e7445		The longer you stared at tiny bundle of clothes, the more a sense of powerful and implicit wrongness crawled under your skin.	game/script.rpy	7675	"[what]"
witchExperiments_fcbf89d4		Something about them didn't fit. They didn't belong here.	game/script.rpy	7676	"[what]"
witchExperiments_400b272f	w	I don't remember this.	game/script.rpy	7677	w "[what]"
witchExperiments_858c949b		The closet was suffocating. There was barely room to breathe. You felt the urge to get out in the fresh air.	game/script.rpy	7678	"[what]"
witchExperiments_f332133d		You forced yourself to move closer to the clothes. You picked up one of the tiny dress shoes. The bottom was encrusted with mud.	game/script.rpy	7679	"[what]"
witchExperiments_714f817f	pov	They must be the clothes from... an old childhood toy you used to have.	game/script.rpy	7680	pov "[what]"
witchExperiments_849c2f86	pov	It's probably nothing.	game/script.rpy	7681	pov "[what]"
witchExperiments_d2397e50	w	Yes of course, that must be it.	game/script.rpy	7682	w "[what]"
witchExperiments_adff6eee	w	I remember now. Nothing at all. Just an old toy.	game/script.rpy	7683	w "[what]"
witchExperiments_d241bdb7		Dark spots swam at the corners of your vision. You dropped the shoe and staggered out of the closet.	game/script.rpy	7700	"[what]"
witchSoloFinale_fc7e0645		You felt a strangling pressure in your throat.	game/script.rpy	7707	"[what]"
witchSoloFinale_b4d9f745	w	Now that we know this Lacuna is coming from your house, we can -	game/script.rpy	7708	w "[what]"
witchSoloFinale_4ef597de		Your tongue was fat and poisonous in your mouth.	game/script.rpy	7709	"[what]"
witchSoloFinale_b83f0d4f		It twisted, and spoke.	game/script.rpy	7710	"[what]"
witchSoloFinale_ef45a91f	pov	This is an exciting theory, isn't it?	game/script.rpy	7711	pov "[what]"
witchSoloFinale_02d30eca	pov	It makes you the hero. A visionary.	game/script.rpy	7712	pov "[what]"
witchSoloFinale_51f3093b	pov	You saw what no-one else could, now only you can stop it, that sort of thing.	game/script.rpy	7713	pov "[what]"
witchSoloFinale_1a90fb7a	pov	But I think you are overlooking a much simpler explanation.	game/script.rpy	7714	pov "[what]"
witchSoloFinale_7dd42144	w	What do you mean?	game/script.rpy	7715	w "[what]"
witchSoloFinale_d8170736	pov	Memory loss. Confusion.	game/script.rpy	7716	pov "[what]"
witchSoloFinale_a8c952ed	pov	Difficulty performing familiar tasks.	game/script.rpy	7717	pov "[what]"
witchSoloFinale_aa0726ae	pov	Withdrawing from friends and family.	game/script.rpy	7718	pov "[what]"
witchSoloFinale_29153407	pov	Losing the ability to think clearly.	game/script.rpy	7719	pov "[what]"
witchSoloFinale_6a1ee191	pov	What do these symptoms suggest?	game/script.rpy	7720	pov "[what]"
witchSoloFinale_c9e82a90	w	I-	game/script.rpy	7721	w "[what]"
witchSoloFinale_33b376e3	w	No. No, that's not possible.	game/script.rpy	7722	w "[what]"
witchSoloFinale_e611144f		Her voice was unsteady.	game/script.rpy	7723	"[what]"
witchSoloFinale_c328612c	w	I- I know I have struggled in the past. But it's not just me. We proved it.	game/script.rpy	7724	w "[what]"
witchSoloFinale_9b9bbf62	w	It can't just be in my head. What about the strings?	game/script.rpy	7725	w "[what]"
witchSoloFinale_093bdec8	pov	What strings?	game/script.rpy	7726	pov "[what]"
witchSoloFinale_1eb376ba		She turned around. There were no strings on the windowsill.	game/script.rpy	7727	"[what]"
witchSoloFinale_f3c6394e		The floor of the cottage was clear. There were no flags.	game/script.rpy	7728	"[what]"
witchSoloFinale_5c59a5ee		There never were.	game/script.rpy	7729	"[what]"
witchSoloFinale_e7595979	w	That's - I can't - what about the forks?	game/script.rpy	7730	w "[what]"
witchSoloFinale_87afd897	pov	You're confused, dear. You don't own any forks.	game/script.rpy	7731	pov "[what]"
witchSoloFinale_edbf97f1	pov	Don't you remember? You never have. 	game/script.rpy	7732	pov "[what]"
witchSoloFinale_4a590cd6		The witch looked out the window and saw that you were right. The ground was bare. The cottage was empty. There were no forks in sight.	game/script.rpy	7733	"[what]"
witchSoloFinale_08dc1047		Your throat pulsed and pushed the words out of your teeth.	game/script.rpy	7734	"[what]"
witchSoloFinale_fe4b3eeb	pov	You eat with your hands. Your bare hands.	game/script.rpy	7735	pov "[what]"
witchSoloFinale_349ff043	pov	Your claws. Your teeth.	game/script.rpy	7736	pov "[what]"
witchSoloFinale_51efc0ee	pov	You always have. You told me so.	game/script.rpy	7737	pov "[what]"
witchSoloFinale_4070d93e	w	No. No, I wouldn't do that. They have to be here.	game/script.rpy	7738	w "[what]"
witchSoloFinale_3d463873		The witch began to ransack the house, pulling out drawers and shelves, but there was nothing inside.	game/script.rpy	7739	"[what]"
witchSoloFinale_1d6f1755		On the wall was a smeared message in bright red paint. It said "I OWN NOTHING."	game/script.rpy	7740	"[what]"
witchSoloFinale_e7e964f6	pov	I'm worried about you, dear. We all are.	game/script.rpy	7741	pov "[what]"
witchSoloFinale_6ec38e2d	pov	Staying all alone in this tiny, tiny cottage, all by yourself. It's barely enough room to fit.	game/script.rpy	7742	pov "[what]"
witchSoloFinale_27377b79		The walls pressed in on you. You didn't even have space to stand fully upright.	game/script.rpy	7743	"[what]"
witchSoloFinale_11f12ac5	pov	We've known each other for so long.	game/script.rpy	7744	pov "[what]"
witchSoloFinale_8d47662a	w	We have?	game/script.rpy	7745	w "[what]"
witchSoloFinale_c30e55d4		You felt your throat muscles burn as they constricted in your throat. Your voice came out, sounding soft and comforting.	game/script.rpy	7746	"[what]"
witchSoloFinale_d93502ab	pov	Of course. So many years now. We wouldn't lie to you. We only want you to be safe.	game/script.rpy	7747	pov "[what]"
witchSoloFinale_f0b9861b	pov	You have to trust me. You're not well. These things you're seeing... they aren't there.	game/script.rpy	7748	pov "[what]"
witchSoloFinale_0e080ca6		The witch spoke in a very small voice.	game/script.rpy	7749	"[what]"
witchSoloFinale_0d04128e	w	...	game/script.rpy	7750	w "[what]"
witchSoloFinale_9f7889ce	w	Okay.	game/script.rpy	7751	w "[what]"
witchSoloFinale_1731d7c0	pov	This really is the best thing, dear. For your health.	game/script.rpy	7756	pov "[what]"
witchSoloFinale_8dd8db88		She looked down at her hands. They were shaking. Tears welled up in her eyes, and you looked away courteously.	game/script.rpy	7757	"[what]"
witchSoloFinale_94df3179	w	I was doing so well. I thought I was better.	game/script.rpy	7758	w "[what]"
witchSoloFinale_803208c8	w	I really, really thought...	game/script.rpy	7759	w "[what]"
witchSoloFinale_55f2f339		There was a long silence.	game/script.rpy	7760	"[what]"
witchSoloFinale_4f784d08	w	Well. It doesn't matter now.	game/script.rpy	7761	w "[what]"
witchSoloFinale_4f9e45ca	w	I- I'll pack my things. I know you only want me to be safe.	game/script.rpy	7762	w "[what]"
witchSoloFinale_69c247c3	pov	I'm so glad.	game/script.rpy	7763	pov "[what]"
witchSoloFinale_ad019b02	pov	Don't worry. Everything is going to be fine.	game/script.rpy	7764	pov "[what]"
witchSoloFinale_b252640e	pov	I'll get the villagers, and we'll come back for you and your things.	game/script.rpy	7765	pov "[what]"
witchSoloFinale_dad7e88a	pov	We can set you up in the village somewhere safe. Where you aren't a danger to yourself.	game/script.rpy	7766	pov "[what]"
witchSoloFinale_5451fbbe		Your muscles clenched, and pulled you upright.	game/script.rpy	7767	"[what]"
witchSoloFinale_c431f06c		The witch's face was scrunched up and she was rubbing her eyes.	game/script.rpy	7768	"[what]"
witchSoloFinale_494b8332	w	Thank you. I'm sorry.	game/script.rpy	7769	w "[what]"
witchSoloFinale_afe7d86f	pov	There's no need to be sorry. I forgive you.	game/script.rpy	7770	pov "[what]"
witchSoloFinale_d3d99841		She looked at you. Her eyes were large and terrified.	game/script.rpy	7771	"[what]"
witchSoloFinale_90b389e9	w	Y-you'll come back for me, right?	game/script.rpy	7772	w "[what]"
witchSoloFinale_0d23b7dc	pov	Of course. I'll be right back.	game/script.rpy	7773	pov "[what]"
witchSoloFinale_84fb2c88	w	I'm sorry.	game/script.rpy	7774	w "[what]"
witchSoloFinale_1223ad81		Your muscles constricted, and your legs jerked. Your arms pulled you through the miniature doorway and out of the witch's house.	game/script.rpy	7775	"[what]"
witchSoloFinale_fa9e685b		You saw the witch once in the doorway, looking scared and alone in the crushingly small space of her tiny, tiny cottage.	game/script.rpy	7776	"[what]"
witchSoloFinale_8efd3315		Then the door closed, and your body turned around.	game/script.rpy	7778	"[what]"
